,alpha,beta,K,M,accuracy
1435,5,3,40,40,0.006442647226335574
1436,5,3,40,50,0.006464289782435358
1437,5,3,40,60,0.006473402437635266
1438,5,3,40,70,0.006474541519535254
1439,5,3,40,80,0.006475680601435243
1440,5,3,50,10,0.006376580476136234
1441,5,3,50,20,0.006407335687435927
1442,5,3,50,30,0.0064130310969358695
1443,5,3,50,40,0.006402779359835972
1444,5,3,50,50,0.006423282834035767
1445,5,3,50,60,0.006426700079735733
1446,5,3,50,70,0.006432395489235676
1447,5,3,50,80,0.006433534571135665
1448,5,3,60,10,0.00807495158901925
1449,5,3,60,20,0.008022553821619774
1450,5,3,60,30,0.008029388313019706
1451,5,3,60,40,0.008028249231119717
1452,5,3,60,50,0.008048752705319512
1453,5,3,60,60,0.008147852830618522
1454,5,3,60,70,0.008057865360519422
1455,5,3,60,80,0.00805900444241941
1456,5,3,70,10,0.00804191821391958
1457,5,3,70,20,0.007982685955120174
1458,5,3,70,30,0.00799293769222007
1459,5,3,70,40,0.007987242282720127
1460,5,3,70,50,0.008007745756919923
1461,5,3,70,60,0.00810798496411892
1462,5,3,70,70,0.008017997494019819
1463,5,3,70,80,0.008019136575919808
1464,5,3,80,10,0.008445153206515548
1465,5,3,80,20,0.008385920947716142
1466,5,3,80,30,0.008392755439116072
1467,5,3,80,40,0.008388199111516118
1468,5,3,80,50,0.008407563503815925
1469,5,3,80,60,0.008512359038614876
1470,5,3,80,70,0.008421232486615787
1471,5,3,80,80,0.008422371568515776
1472,5,4,10,10,0.008204806925617952
1473,5,4,10,20,0.008185442533318146
1474,5,4,10,30,0.008199111516118008
1475,5,4,10,40,0.008202528761817974
1476,5,4,10,50,0.008203667843717963
1477,5,4,10,60,0.008201389679917986
1478,5,4,10,70,0.008217336826517827
1479,5,4,10,80,0.008218475908417814
1480,5,4,20,10,0.006367467820936326
1481,5,4,20,20,0.006365189657136349
1482,5,4,20,30,0.006377719558036222
1483,5,4,20,40,0.006384554049436154
1484,5,4,20,50,0.006385693131336143
1485,5,4,20,60,0.006385693131336143
1486,5,4,20,70,0.006397083950336029
1487,5,4,20,80,0.006398223032236017
1488,5,4,30,10,0.006335573527736644
1489,5,4,30,20,0.006337851691536622
1490,5,4,30,30,0.006349242510536508
1491,5,4,30,40,0.006358355165736417
1492,5,4,30,50,0.006358355165736417
1493,5,4,30,60,0.006358355165736417
1494,5,4,30,70,0.006370885066636292
1495,5,4,30,80,0.006372024148536279
1496,5,4,40,10,0.006442647226335574
1497,5,4,40,20,0.006447203553935528
1498,5,4,40,30,0.006457455291035426
1499,5,4,40,40,0.006465428864335345
1500,5,4,40,50,0.006465428864335345
1501,5,4,40,60,0.006465428864335345
1502,5,4,40,70,0.00647795876523522
1503,5,4,40,80,0.006479097847135209
1504,5,4,50,10,0.006406196605535938
1505,5,4,50,20,0.006410752933135893
1506,5,4,50,30,0.006418726506435812
1507,5,4,50,40,0.006423282834035767
1508,5,4,50,50,0.0064244219159357565
1509,5,4,50,60,0.006423282834035767
1510,5,4,50,70,0.006435812734935642
1511,5,4,50,80,0.006436951816835631
1512,5,4,60,10,0.008120514865018795
1513,5,4,60,20,0.008036222804419638
1514,5,4,60,30,0.008044196377719559
1515,5,4,60,40,0.008052169951019478
1516,5,4,60,50,0.008052169951019478
1517,5,4,60,60,0.008049891787219501
1518,5,4,60,70,0.008063560770019365
1519,5,4,60,80,0.008064699851919353
1520,5,4,70,10,0.008087481489919125
1521,5,4,70,20,0.007995215856020048
1522,5,4,70,30,0.008004328511219957
1523,5,4,70,40,0.008007745756919923
1524,5,4,70,50,0.00800888483881991
1525,5,4,70,60,0.008007745756919923
1526,5,4,70,70,0.008021414739719785
1527,5,4,70,80,0.008021414739719785
1528,5,4,80,10,0.00849299464631507
1529,5,4,80,20,0.008397311766716027
1530,5,4,80,30,0.008406424421915935
1531,5,4,80,40,0.008409841667615901
1532,5,4,80,50,0.008409841667615901
1533,5,4,80,60,0.008412119831415878
1534,5,4,80,70,0.008424649732315753
1535,5,4,80,80,0.008424649732315753
1536,5,5,10,10,0.008186581615218133
1537,5,5,10,20,0.008193416106618065
1538,5,5,10,30,0.008202528761817974
1539,5,5,10,40,0.008204806925617952
1540,5,5,10,50,0.00820594600751794
1541,5,5,10,60,0.00820594600751794
1542,5,5,10,70,0.008220754072217793
1543,5,5,10,80,0.00820594600751794
1544,5,5,20,10,0.006377719558036222
1545,5,5,20,20,0.006375441394236245
1546,5,5,20,30,0.006383414967536166
1547,5,5,20,40,0.006385693131336143
1548,5,5,20,50,0.006386832213236132
1549,5,5,20,60,0.006386832213236132
1550,5,5,20,70,0.006399362114136007
1551,5,5,20,80,0.006386832213236132
1552,5,5,30,10,0.006351520674336485
1553,5,5,30,20,0.006348103428636519
1554,5,5,30,30,0.006357216083836428
1555,5,5,30,40,0.006359494247636405
1556,5,5,30,50,0.006359494247636405
1557,5,5,30,60,0.006359494247636405
1558,5,5,30,70,0.006373163230436268
1559,5,5,30,80,0.006360633329536394
1560,5,5,40,10,0.006460872536735392
1561,5,5,40,20,0.006457455291035426
1562,5,5,40,30,0.006464289782435358
1563,5,5,40,40,0.006466567946235334
1564,5,5,40,50,0.006466567946235334
1565,5,5,40,60,0.006466567946235334
1566,5,5,40,70,0.006480236929035198
1567,5,5,40,80,0.0064677070281353236
1568,5,5,50,10,0.006422143752135778
1569,5,5,50,20,0.006421004670235791
1570,5,5,50,30,0.006423282834035767
1571,5,5,50,40,0.0064244219159357565
1572,5,5,50,50,0.0064244219159357565
1573,5,5,50,60,0.0064244219159357565
1574,5,5,50,70,0.0064380908987356185
1575,5,5,50,80,0.006425560997835744
1576,5,5,60,10,0.008048752705319512
1577,5,5,60,20,0.008047613623419525
1578,5,5,60,30,0.00805103086911949
1579,5,5,60,40,0.008054448114819457
1580,5,5,60,50,0.008054448114819457
1581,5,5,60,60,0.008054448114819457
1582,5,5,60,70,0.008068117097619319
1583,5,5,60,80,0.008055587196719444
1584,5,5,70,10,0.0080100239207199
1585,5,5,70,20,0.008006606675019933
1586,5,5,70,30,0.00800888483881991
1587,5,5,70,40,0.0080100239207199
1588,5,5,70,50,0.0080100239207199
1589,5,5,70,60,0.0080100239207199
1590,5,5,70,70,0.008023692903519763
1591,5,5,70,80,0.008011163002619889
1592,5,5,80,10,0.008425788814215742
1593,5,5,80,20,0.00841098074951589
1594,5,5,80,30,0.008413258913315867
1595,5,5,80,40,0.008414397995215856
1596,5,5,80,50,0.008413258913315867
1597,5,5,80,60,0.008414397995215856
1598,5,5,80,70,0.008426927896115731
1599,5,5,80,80,0.008415537077115844
1600,5,6,10,10,0.008216197744617838
1601,5,6,10,20,0.008201389679917986
1602,5,6,10,30,0.008203667843717963
1603,5,6,10,40,0.008204806925617952
1604,5,6,10,50,0.00820594600751794
1605,5,6,10,60,0.008204806925617952
1606,5,6,10,70,0.008204806925617952
1607,5,6,10,80,0.008207085089417929
1608,5,6,20,10,0.006395944868436041
1609,5,6,20,20,0.006384554049436154
1610,5,6,20,30,0.006384554049436154
1611,5,6,20,40,0.006385693131336143
1612,5,6,20,50,0.006386832213236132
1613,5,6,20,60,0.006385693131336143
1614,5,6,20,70,0.006385693131336143
1615,5,6,20,80,0.00638797129513612
1616,5,6,30,10,0.0063663287390363366
1617,5,6,30,20,0.006356077001936439
1618,5,6,30,30,0.006358355165736417
1619,5,6,30,40,0.006359494247636405
1620,5,6,30,50,0.006360633329536394
1621,5,6,30,60,0.006359494247636405
1622,5,6,30,70,0.006359494247636405
1623,5,6,30,80,0.006361772411436383
1624,5,6,40,10,0.006474541519535254
1625,5,6,40,20,0.006463150700535368
1626,5,6,40,30,0.006465428864335345
1627,5,6,40,40,0.006466567946235334
1628,5,6,40,50,0.0064677070281353236
1629,5,6,40,60,0.006466567946235334
1630,5,6,40,70,0.006466567946235334
1631,5,6,40,80,0.006468846110035311
1632,5,6,50,10,0.006435812734935642
1633,5,6,50,20,0.0064244219159357565
1634,5,6,50,30,0.0064244219159357565
1635,5,6,50,40,0.0064244219159357565
1636,5,6,50,50,0.006425560997835744
1637,5,6,50,60,0.0064244219159357565
1638,5,6,50,70,0.0064244219159357565
1639,5,6,50,80,0.006426700079735733
1640,5,6,60,10,0.008063560770019365
1641,5,6,60,20,0.00805103086911949
1642,5,6,60,30,0.008053309032919467
1643,5,6,60,40,0.008054448114819457
1644,5,6,60,50,0.008055587196719444
1645,5,6,60,60,0.008054448114819457
1646,5,6,60,70,0.008054448114819457
1647,5,6,60,80,0.008056726278619433
1648,5,6,70,10,0.008023692903519763
1649,5,6,70,20,0.0080100239207199
1650,5,6,70,30,0.008011163002619889
1651,5,6,70,40,0.0080100239207199
1652,5,6,70,50,0.008011163002619889
1653,5,6,70,60,0.0080100239207199
1654,5,6,70,70,0.0080100239207199
1655,5,6,70,80,0.008012302084519876
1656,5,6,80,10,0.008426927896115731
1657,5,6,80,20,0.008414397995215856
1658,5,6,80,30,0.008415537077115844
1659,5,6,80,40,0.008414397995215856
1660,5,6,80,50,0.008415537077115844
1661,5,6,80,60,0.008414397995215856
1662,5,6,80,70,0.008414397995215856
1663,5,6,80,80,0.008416676159015833
1664,5,7,10,10,0.008219614990317804
1665,5,7,10,20,0.00820594600751794
1666,5,7,10,30,0.008204806925617952
1667,5,7,10,40,0.00820594600751794
1668,5,7,10,50,0.00820594600751794
1669,5,7,10,60,0.00820594600751794
1670,5,7,10,70,0.00820594600751794
1671,5,7,10,80,0.008207085089417929
1672,5,7,20,10,0.006400501196035995
1673,5,7,20,20,0.006386832213236132
1674,5,7,20,30,0.006385693131336143
1675,5,7,20,40,0.006386832213236132
1676,5,7,20,50,0.006386832213236132
1677,5,7,20,60,0.006386832213236132
1678,5,7,20,70,0.006386832213236132
1679,5,7,20,80,0.00638797129513612
1680,5,7,30,10,0.006370885066636292
1681,5,7,30,20,0.006360633329536394
1682,5,7,30,30,0.006359494247636405
1683,5,7,30,40,0.006360633329536394
1684,5,7,30,50,0.006360633329536394
1685,5,7,30,60,0.006360633329536394
1686,5,7,30,70,0.006360633329536394
1687,5,7,30,80,0.006361772411436383
1688,5,7,40,10,0.00647795876523522
1689,5,7,40,20,0.0064677070281353236
1690,5,7,40,30,0.006466567946235334
1691,5,7,40,40,0.0064677070281353236
1692,5,7,40,50,0.0064677070281353236
1693,5,7,40,60,0.0064677070281353236
1694,5,7,40,70,0.0064677070281353236
1695,5,7,40,80,0.006468846110035311
1696,5,7,50,10,0.0064380908987356185
1697,5,7,50,20,0.006425560997835744
1698,5,7,50,30,0.0064244219159357565
1699,5,7,50,40,0.006425560997835744
1700,5,7,50,50,0.006425560997835744
1701,5,7,50,60,0.006425560997835744
1702,5,7,50,70,0.006425560997835744
1703,5,7,50,80,0.006426700079735733
1704,5,7,60,10,0.008064699851919353
1705,5,7,60,20,0.008054448114819457
1706,5,7,60,30,0.008054448114819457
1707,5,7,60,40,0.008055587196719444
1708,5,7,60,50,0.008055587196719444
1709,5,7,60,60,0.008055587196719444
1710,5,7,60,70,0.008055587196719444
1711,5,7,60,80,0.008056726278619433
1712,5,7,70,10,0.00802483198541975
1713,5,7,70,20,0.008011163002619889
1714,5,7,70,30,0.008011163002619889
1715,5,7,70,40,0.008011163002619889
1716,5,7,70,50,0.008011163002619889
1717,5,7,70,60,0.008011163002619889
1718,5,7,70,70,0.008011163002619889
1719,5,7,70,80,0.008012302084519876
1720,5,7,80,10,0.008428066978015718
1721,5,7,80,20,0.008415537077115844
1722,5,7,80,30,0.008415537077115844
1723,5,7,80,40,0.008415537077115844
1724,5,7,80,50,0.008415537077115844
1725,5,7,80,60,0.008415537077115844
1726,5,7,80,70,0.008415537077115844
1727,5,7,80,80,0.008416676159015833
1728,5,8,10,10,0.008220754072217793
1729,5,8,10,20,0.008207085089417929
1730,5,8,10,30,0.008207085089417929
1731,5,8,10,40,0.008207085089417929
1732,5,8,10,50,0.00820594600751794
1733,5,8,10,60,0.00820594600751794
1734,5,8,10,70,0.00820594600751794
1735,5,8,10,80,0.008207085089417929
1736,5,8,20,10,0.006401640277935983
1737,5,8,20,20,0.00638797129513612
1738,5,8,20,30,0.00638797129513612
1739,5,8,20,40,0.00638797129513612
1740,5,8,20,50,0.006386832213236132
1741,5,8,20,60,0.006386832213236132
1742,5,8,20,70,0.006386832213236132
1743,5,8,20,80,0.00638797129513612
1744,5,8,30,10,0.006373163230436268
1745,5,8,30,20,0.006361772411436383
1746,5,8,30,30,0.006361772411436383
1747,5,8,30,40,0.006361772411436383
1748,5,8,30,50,0.006360633329536394
1749,5,8,30,60,0.006360633329536394
1750,5,8,30,70,0.006360633329536394
1751,5,8,30,80,0.006361772411436383
1752,5,8,40,10,0.006480236929035198
1753,5,8,40,20,0.006468846110035311
1754,5,8,40,30,0.006468846110035311
1755,5,8,40,40,0.006468846110035311
1756,5,8,40,50,0.0064677070281353236
1757,5,8,40,60,0.0064677070281353236
1758,5,8,40,70,0.0064677070281353236
1759,5,8,40,80,0.006468846110035311
1760,5,8,50,10,0.006440369062535596
1761,5,8,50,20,0.006426700079735733
1762,5,8,50,30,0.006426700079735733
1763,5,8,50,40,0.006426700079735733
1764,5,8,50,50,0.006425560997835744
1765,5,8,50,60,0.006425560997835744
1766,5,8,50,70,0.006425560997835744
1767,5,8,50,80,0.006426700079735733
1768,5,8,60,10,0.008068117097619319
1769,5,8,60,20,0.008056726278619433
1770,5,8,60,30,0.008056726278619433
1771,5,8,60,40,0.008056726278619433
1772,5,8,60,50,0.008055587196719444
1773,5,8,60,60,0.008055587196719444
1774,5,8,60,70,0.008055587196719444
1775,5,8,60,80,0.008056726278619433
1776,5,8,70,10,0.00802597106731974
1777,5,8,70,20,0.008012302084519876
1778,5,8,70,30,0.008012302084519876
1779,5,8,70,40,0.008012302084519876
1780,5,8,70,50,0.008011163002619889
1781,5,8,70,60,0.008011163002619889
1782,5,8,70,70,0.008011163002619889
1783,5,8,70,80,0.008012302084519876
1784,5,8,80,10,0.008429206059915708
1785,5,8,80,20,0.008416676159015833
1786,5,8,80,30,0.008416676159015833
1787,5,8,80,40,0.008416676159015833
1788,5,8,80,50,0.008415537077115844
1789,5,8,80,60,0.008415537077115844
1790,5,8,80,70,0.008415537077115844
1791,5,8,80,80,0.008416676159015833
1792,6,2,10,10,0.00798610320082014
1793,6,2,10,20,0.008125071192618748
1794,6,2,10,30,0.008119375783118806
1795,6,2,10,40,0.008120514865018795
1796,6,2,10,50,0.00811595853741884
1797,6,2,10,60,0.00818202528761818
1798,6,2,10,70,0.00814899191251851
1799,6,2,10,80,0.008117097619318829
1800,6,2,20,10,0.007749174165622508
1801,6,2,20,20,0.007883585829821163
1802,6,2,20,30,0.00787902950222121
1803,6,2,20,40,0.00787789042032122
1804,6,2,20,50,0.007876751338421233
1805,6,2,20,60,0.007893837566921061
1806,6,2,20,70,0.007897254812621027
1807,6,2,20,80,0.00786308235562137
1808,6,2,30,10,0.007832327144321676
1809,6,2,30,20,0.007975851463720242
1810,6,2,30,30,0.008007745756919923
1811,6,2,30,40,0.007998633101720014
1812,6,2,30,50,0.007987242282720127
1813,6,2,30,60,0.008023692903519763
1814,6,2,30,70,0.008030527394919695
1815,6,2,30,80,0.007987242282720127
1816,6,2,40,10,0.007965599726620344
1817,6,2,40,20,0.008105706800318942
1818,6,2,40,30,0.008112541291718874
1819,6,2,40,40,0.008112541291718874
1820,6,2,40,50,0.008103428636518965
1821,6,2,40,60,0.008134183847818659
1822,6,2,40,70,0.00814899191251851
1823,6,2,40,80,0.008100011390819
1824,6,2,50,10,0.007956487071420435
1825,6,2,50,20,0.008096594145119033
1826,6,2,50,30,0.008098872308919012
1827,6,2,50,40,0.008101150472718989
1828,6,2,50,50,0.008088620571819114
1829,6,2,50,60,0.008118236701218817
1830,6,2,50,70,0.008129627520218704
1831,6,2,50,80,0.008086342408019137
1832,6,2,60,10,0.007940539924820595
1833,6,2,60,20,0.008077229752819227
1834,6,2,60,30,0.008082925162319171
1835,6,2,60,40,0.008088620571819114
1836,6,2,60,50,0.008070395261419297
1837,6,2,60,60,0.008102289554618976
1838,6,2,60,70,0.00811481945551885
1839,6,2,60,80,0.008068117097619319
1840,6,2,70,10,0.007929149105820708
1841,6,2,70,20,0.008052169951019478
1842,6,2,70,30,0.00805900444241941
1843,6,2,70,40,0.008064699851919353
1844,6,2,70,50,0.008052169951019478
1845,6,2,70,60,0.008088620571819114
1846,6,2,70,70,0.008098872308919012
1847,6,2,70,80,0.008055587196719444
1848,6,2,80,10,0.007913201959220868
1849,6,2,80,20,0.008039640050119604
1850,6,2,80,30,0.008048752705319512
1851,6,2,80,40,0.008052169951019478
1852,6,2,80,50,0.008040779132019593
1853,6,2,80,60,0.008081786080419182
1854,6,2,80,70,0.008089759653719102
1855,6,2,80,80,0.00804191821391958
1856,6,3,10,10,0.008175190796218248
1857,6,3,10,20,0.008210502335117895
1858,6,3,10,30,0.00819797243421802
1859,6,3,10,40,0.008188859779018112
1860,6,3,10,50,0.008213919580817861
1861,6,3,10,60,0.008226449481717735
1862,6,3,10,70,0.008226449481717735
1863,6,3,10,80,0.008226449481717735
1864,6,3,20,10,0.007931427269620685
1865,6,3,20,20,0.007931427269620685
1866,6,3,20,30,0.007945096252420548
1867,6,3,20,40,0.007947374416220527
1868,6,3,20,50,0.0079701560542203
1869,6,3,20,60,0.007982685955120174
1870,6,3,20,70,0.007982685955120174
1871,6,3,20,80,0.007982685955120174
1872,6,3,30,10,0.00802597106731974
1873,6,3,30,20,0.0080601435243194
1874,6,3,30,30,0.00807495158901925
1875,6,3,30,40,0.008070395261419297
1876,6,3,30,50,0.008096594145119033
1877,6,3,30,60,0.00810798496411892
1878,6,3,30,70,0.008110263127918897
1879,6,3,30,80,0.008110263127918897
1880,6,3,40,10,0.008143296503018567
1881,6,3,40,20,0.008178608041918214
1882,6,3,40,30,0.008193416106618065
1883,6,3,40,40,0.008186581615218133
1884,6,3,40,50,0.008212780498917872
1885,6,3,40,60,0.008220754072217793
1886,6,3,40,70,0.00822303223601777
1887,6,3,40,80,0.00822303223601777
1888,6,3,50,10,0.008130766602118693
1889,6,3,50,20,0.00816607814101834
1890,6,3,50,30,0.00818088620571819
1891,6,3,50,40,0.008171773550518282
1892,6,3,50,50,0.008196833352318031
1893,6,3,50,60,0.00820594600751794
1894,6,3,50,70,0.008207085089417929
1895,6,3,50,80,0.008207085089417929
1896,6,3,60,10,0.008111402209818886
1897,6,3,60,20,0.00814899191251851
1898,6,3,60,30,0.008159243649618408
1899,6,3,60,40,0.008154687322018454
1900,6,3,60,50,0.008176329878118237
1901,6,3,60,60,0.008188859779018112
1902,6,3,60,70,0.0081899988609181
1903,6,3,60,80,0.0081899988609181
1904,6,3,70,10,0.008096594145119033
1905,6,3,70,20,0.008128488438318714
1906,6,3,70,30,0.008138740175418612
1907,6,3,70,40,0.008137601093518625
1908,6,3,70,50,0.008156965485818431
1909,6,3,70,60,0.008170634468618295
1910,6,3,70,70,0.008171773550518282
1911,6,3,70,80,0.008172912632418271
1912,6,3,80,10,0.008079507916619206
1913,6,3,80,20,0.008111402209818886
1914,6,3,80,30,0.008120514865018795
1915,6,3,80,40,0.008120514865018795
1916,6,3,80,50,0.008139879257318601
1917,6,3,80,60,0.0081501309944185
1918,6,3,80,70,0.008153548240118465
1919,6,3,80,80,0.008154687322018454
1920,6,4,10,10,0.008224171317917757
1921,6,4,10,20,0.008202528761817974
1922,6,4,10,30,0.008216197744617838
1923,6,4,10,40,0.008219614990317804
1924,6,4,10,50,0.008220754072217793
1925,6,4,10,60,0.008219614990317804
1926,6,4,10,70,0.008236701218817633
1927,6,4,10,80,0.00823784030071762
1928,6,4,20,10,0.007976990545620231
1929,6,4,20,20,0.00795193074382048
1930,6,4,20,30,0.007966738808520333
1931,6,4,20,40,0.007975851463720242
1932,6,4,20,50,0.007976990545620231
1933,6,4,20,60,0.007974712381820253
1934,6,4,20,70,0.007988381364620116
1935,6,4,20,80,0.007989520446520106
1936,6,4,30,10,0.00807495158901925
1937,6,4,30,20,0.008079507916619206
1938,6,4,30,30,0.00809203781751908
1939,6,4,30,40,0.008102289554618976
1940,6,4,30,50,0.008102289554618976
1941,6,4,30,60,0.008100011390819
1942,6,4,30,70,0.008118236701218817
1943,6,4,30,80,0.008119375783118806
1944,6,4,40,10,0.008191137942818089
1945,6,4,40,20,0.008195694270418044
1946,6,4,40,30,0.008208224171317918
1947,6,4,40,40,0.008213919580817861
1948,6,4,40,50,0.008213919580817861
1949,6,4,40,60,0.008211641417017882
1950,6,4,40,70,0.008229866727417701
1951,6,4,40,80,0.008231005809317689
1952,6,4,50,10,0.008176329878118237
1953,6,4,50,20,0.008179747123818203
1954,6,4,50,30,0.008192277024718078
1955,6,4,50,40,0.008196833352318031
1956,6,4,50,50,0.008196833352318031
1957,6,4,50,60,0.008194555188518055
1958,6,4,50,70,0.008212780498917872
1959,6,4,50,80,0.008213919580817861
1960,6,4,60,10,0.008156965485818431
1961,6,4,60,20,0.00816607814101834
1962,6,4,60,30,0.008178608041918214
1963,6,4,60,40,0.00818316436951817
1964,6,4,60,50,0.00818316436951817
1965,6,4,60,60,0.00818088620571819
1966,6,4,60,70,0.008195694270418044
1967,6,4,60,80,0.008196833352318031
1968,6,4,70,10,0.008142157421118578
1969,6,4,70,20,0.008145574666818544
1970,6,4,70,30,0.008156965485818431
1971,6,4,70,40,0.00816493905911835
1972,6,4,70,50,0.008163799977218363
1973,6,4,70,60,0.008162660895318374
1974,6,4,70,70,0.008176329878118237
1975,6,4,70,80,0.008177468960018225
1976,6,4,80,10,0.008125071192618748
1977,6,4,80,20,0.008128488438318714
1978,6,4,80,30,0.008139879257318601
1979,6,4,80,40,0.008146713748718533
1980,6,4,80,50,0.008146713748718533
1981,6,4,80,60,0.008144435584918557
1982,6,4,80,70,0.00815810456771842
1983,6,4,80,80,0.008159243649618408
1984,6,5,10,10,0.008207085089417929
1985,6,5,10,20,0.008211641417017882
1986,6,5,10,30,0.008220754072217793
1987,6,5,10,40,0.00822303223601777
1988,6,5,10,50,0.008224171317917757
1989,6,5,10,60,0.008224171317917757
1990,6,5,10,70,0.0082401184645176
1991,6,5,10,80,0.008224171317917757
1992,6,5,20,10,0.00796104339902039
1993,6,5,20,20,0.007964460644720357
1994,6,5,20,30,0.007975851463720242
1995,6,5,20,40,0.007978129627520219
1996,6,5,20,50,0.007979268709420208
1997,6,5,20,60,0.007979268709420208
1998,6,5,20,70,0.007991798610320082
1999,6,5,20,80,0.007979268709420208
2000,6,5,30,10,0.008093176899419068
2001,6,5,30,20,0.00809203781751908
2002,6,5,30,30,0.008102289554618976
2003,6,5,30,40,0.008104567718418955
2004,6,5,30,50,0.008104567718418955
2005,6,5,30,60,0.008104567718418955
2006,6,5,30,70,0.008121653946918782
2007,6,5,30,80,0.008105706800318942
2008,6,5,40,10,0.008211641417017882
2009,6,5,40,20,0.008208224171317918
2010,6,5,40,30,0.008213919580817861
2011,6,5,40,40,0.008216197744617838
2012,6,5,40,50,0.008216197744617838
2013,6,5,40,60,0.008216197744617838
2014,6,5,40,70,0.008233283973117667
2015,6,5,40,80,0.008217336826517827
2016,6,5,50,10,0.008196833352318031
2017,6,5,50,20,0.008191137942818089
2018,6,5,50,30,0.008196833352318031
2019,6,5,50,40,0.008199111516118008
2020,6,5,50,50,0.008199111516118008
2021,6,5,50,60,0.008199111516118008
2022,6,5,50,70,0.008216197744617838
2023,6,5,50,80,0.008200250598017997
2024,6,5,60,10,0.008177468960018225
2025,6,5,60,20,0.008177468960018225
2026,6,5,60,30,0.00818316436951817
2027,6,5,60,40,0.008185442533318146
2028,6,5,60,50,0.008185442533318146
2029,6,5,60,60,0.008185442533318146
2030,6,5,60,70,0.008199111516118008
2031,6,5,60,80,0.008186581615218133
2032,6,5,70,10,0.008156965485818431
2033,6,5,70,20,0.008156965485818431
2034,6,5,70,30,0.008163799977218363
2035,6,5,70,40,0.008167217222918329
2036,6,5,70,50,0.008167217222918329
2037,6,5,70,60,0.008167217222918329
2038,6,5,70,70,0.00818088620571819
2039,6,5,70,80,0.008168356304818316
2040,6,5,80,10,0.008145574666818544
2041,6,5,80,20,0.008139879257318601
2042,6,5,80,30,0.008146713748718533
2043,6,5,80,40,0.00814899191251851
2044,6,5,80,50,0.00814899191251851
2045,6,5,80,60,0.00814899191251851
2046,6,5,80,70,0.008161521813418384
2047,6,5,80,80,0.00814899191251851
2048,6,6,10,10,0.008235562136917644
2049,6,6,10,20,0.008219614990317804
2050,6,6,10,30,0.00822189315411778
2051,6,6,10,40,0.00822303223601777
2052,6,6,10,50,0.008224171317917757
2053,6,6,10,60,0.00822303223601777
2054,6,6,10,70,0.00822303223601777
2055,6,6,10,80,0.008225310399817746
2056,6,6,20,10,0.00798496411892015
2057,6,6,20,20,0.007974712381820253
2058,6,6,20,30,0.007976990545620231
2059,6,6,20,40,0.007978129627520219
2060,6,6,20,50,0.007979268709420208
2061,6,6,20,60,0.007978129627520219
2062,6,6,20,70,0.007978129627520219
2063,6,6,20,80,0.007980407791320195
2064,6,6,30,10,0.008113680373618863
2065,6,6,30,20,0.008101150472718989
2066,6,6,30,30,0.008103428636518965
2067,6,6,30,40,0.008104567718418955
2068,6,6,30,50,0.008105706800318942
2069,6,6,30,60,0.008104567718418955
2070,6,6,30,70,0.008104567718418955
2071,6,6,30,80,0.008106845882218931
2072,6,6,40,10,0.008229866727417701
2073,6,6,40,20,0.008215058662717848
2074,6,6,40,30,0.008215058662717848
2075,6,6,40,40,0.008216197744617838
2076,6,6,40,50,0.008217336826517827
2077,6,6,40,60,0.008216197744617838
2078,6,6,40,70,0.008216197744617838
2079,6,6,40,80,0.008218475908417814
2080,6,6,50,10,0.008212780498917872
2081,6,6,50,20,0.00819797243421802
2082,6,6,50,30,0.00819797243421802
2083,6,6,50,40,0.008199111516118008
2084,6,6,50,50,0.008200250598017997
2085,6,6,50,60,0.008199111516118008
2086,6,6,50,70,0.008199111516118008
2087,6,6,50,80,0.008201389679917986
2088,6,6,60,10,0.008195694270418044
2089,6,6,60,20,0.008184303451418157
2090,6,6,60,30,0.008184303451418157
2091,6,6,60,40,0.008185442533318146
2092,6,6,60,50,0.008186581615218133
2093,6,6,60,60,0.008185442533318146
2094,6,6,60,70,0.008185442533318146
2095,6,6,60,80,0.008187720697118123
2096,6,6,70,10,0.008175190796218248
2097,6,6,70,20,0.008162660895318374
2098,6,6,70,30,0.00816493905911835
2099,6,6,70,40,0.008167217222918329
2100,6,6,70,50,0.008168356304818316
2101,6,6,70,60,0.008167217222918329
2102,6,6,70,70,0.008167217222918329
2103,6,6,70,80,0.008169495386718306
2104,6,6,80,10,0.008156965485818431
2105,6,6,80,20,0.008144435584918557
2106,6,6,80,30,0.008146713748718533
2107,6,6,80,40,0.008147852830618522
2108,6,6,80,50,0.00814899191251851
2109,6,6,80,60,0.008147852830618522
2110,6,6,80,70,0.008147852830618522
2111,6,6,80,80,0.0081501309944185
2112,6,7,10,10,0.00823897938261761
2113,6,7,10,20,0.008224171317917757
2114,6,7,10,30,0.00822303223601777
2115,6,7,10,40,0.008224171317917757
2116,6,7,10,50,0.008224171317917757
2117,6,7,10,60,0.008224171317917757
2118,6,7,10,70,0.008224171317917757
2119,6,7,10,80,0.008225310399817746
2120,6,7,20,10,0.007990659528420093
2121,6,7,20,20,0.007979268709420208
2122,6,7,20,30,0.007978129627520219
2123,6,7,20,40,0.007979268709420208
2124,6,7,20,50,0.007979268709420208
2125,6,7,20,60,0.007979268709420208
2126,6,7,20,70,0.007979268709420208
2127,6,7,20,80,0.007980407791320195
2128,6,7,30,10,0.008119375783118806
2129,6,7,30,20,0.008105706800318942
2130,6,7,30,30,0.008104567718418955
2131,6,7,30,40,0.008105706800318942
2132,6,7,30,50,0.008105706800318942
